Type_of_event,Distance,Warranty,Participants,Preference,Profession,Age,show_up_Rate
10,50,5,200,9,1,49,75
10,1000,1,1000,8,2,55,55
11,1000,50,10000,9,3,56,55
7,800,200,50,8,2,8,45
9,500,1,1000,8,3,71,65
10,200,50,10,7,1,63,80
10,0,10000,5,9,3,31,75
11,300,10000,50,10,1,26,45
11,20,50,50,9,3,54,85
7,100,200,10000,7,1,24,55
10,300,500,20,8,4,45,55
11,50,5,1,11,4,72,95
9,300,10,10000,7,4,19,65
8,50,5,50,8,3,46,90
8,800,1,50,10,1,33,60
11,800,20,50,10,1,47,60
7,200,200,200,11,4,65,50
7,10,10,10,10,3,46,95
11,100,1,1,11,4,4,95
7,100,1,10000,11,3,2,75
11,20,5,200,10,1,38,75
8,10,50,50,11,3,0,85
9,500,20,200,8,3,69,65
7,50,500,1000,7,2,58,55
8,500,500,1,11,3,40,60
10,300,500,20,11,3,43,60
9,500,20,10000,11,1,15,55
7,300,200,5,10,1,56,60
7,10,200,10,7,1,36,75
10,20,10,20,9,4,66,90
8,10,10,10000,10,4,17,75
9,200,1000,200,7,1,37,40
8,200,1,1000,9,2,93,70
7,300,50,1,9,1,52,75
11,0,50,10000,10,4,95,75
11,500,1000,200,10,1,40,35
11,100,100,20,7,3,29,80
10,300,50,50,10,1,9,70
10,0,100,1,7,4,12,85
8,20,10000,1000,7,1,35,45
7,50,5,20,10,4,30,90
8,10,100,10,10,3,73,90
8,200,20,10,11,3,46,90
9,50,1000,20,7,4,27,65
8,200,20,10,7,1,12,80
11,100,500,20,10,4,19,65
9,500,1000,200,10,1,35,35
10,1000,200,1,8,4,35,55
7,10,10,200,7,4,15,80
9,100,10,200,8,2,63,75
9,300,1000,20,8,3,46,60
10,500,500,10000,9,1,30,35
9,100,100,50,9,4,58,75
9,500,5,1000,7,2,46,60
7,100,100,50,11,4,64,70
9,1000,50,1,11,3,42,75
8,800,100,50,10,4,74,55
9,20,10000,1,8,1,24,65
10,300,1000,5,11,3,29,60
10,50,10000,50,10,2,46,60
7,1000,1,1000,11,1,42,50
10,200,10,10,10,4,29,90
7,800,5,1000,11,2,54,55
7,1000,500,50,9,3,7,40
8,0,10,10000,10,1,20,75
11,200,1,10,11,4,86,90
7,10,20,200,10,2,45,80
8,10,500,200,9,1,19,50
9,100,5,10000,9,3,11,80
9,50,10,5,11,1,5,90
10,500,1,1,11,2,29,80
8,500,50,200,8,3,28,65
10,100,5,50,7,1,25,75
7,1000,200,10,10,4,41,50
8,20,10000,20,7,2,28,65
10,1000,200,50,11,4,12,40
11,100,500,5,10,3,38,70
11,300,500,5,9,1,35,55
8,0,10,5,11,1,32,90
8,1000,100,10000,11,4,43,45
11,20,1,1000,10,3,30,80
10,100,200,50,7,1,76,60
9,1000,1,1,9,2,2,75
8,100,50,10000,9,2,29,70
8,800,5,200,8,2,34,60
11,800,200,20,10,4,21,50
9,10,5,1,8,1,29,90
8,10,500,1,9,2,9,70
8,800,200,200,8,4,57,45
8,200,50,20,7,4,52,80
11,800,20,50,11,3,14,70
10,50,200,50,10,4,61,65
8,0,10000,20,10,2,21,70
10,50,20,1000,7,3,54,80
10,500,100,50,11,1,38,55
10,10,10000,1,8,1,44,65
9,20,10000,1,7,4,27,70
11,20,50,1000,11,3,28,80
11,200,100,10,8,2,28,80
9,800,1000,50,10,1,35,35
10,200,10000,10000,7,1,30,40
10,50,50,5,8,3,90,95
10,1000,500,200,7,3,26,35
11,0,200,1000,8,4,28,60
11,100,50,10,8,2,30,90
8,100,10,10000,11,2,42,75
11,300,10000,50,10,3,32,50
7,200,10000,50,7,3,83,60
9,300,1,20,10,1,34,75
7,20,5,1,9,4,16,95
10,500,200,10,7,4,14,60
7,1000,20,1,8,1,19,65
11,200,200,5,9,4,46,70
9,0,5,200,11,2,13,80
10,300,10,10000,11,2,62,65
10,20,10000,200,8,2,2,55
11,100,10000,10,11,4,61,70
11,200,10000,1000,9,3,73,50
11,20,500,10,7,4,13,70
8,200,100,5,7,2,55,80
11,300,1000,1,10,2,71,60
8,300,500,200,7,3,3,45
11,300,10000,10000,9,4,58,40
8,1000,5,1000,9,1,45,50
11,100,10000,5,11,4,9,70
8,100,5,200,7,3,73,80
9,300,200,200,8,2,37,50
9,500,1,20,11,3,66,80
7,500,50,200,9,3,27,60
11,50,1000,20,7,3,34,70
10,50,10000,10,9,3,29,70
7,200,10000,1000,8,2,29,45
11,800,10,20,10,1,49,65
11,800,10,10000,8,1,34,50
8,500,500,50,11,1,37,40
10,10,20,10000,8,1,97,70
7,300,200,1,7,3,75,70
8,200,1,5,10,3,51,90
8,10,50,10000,7,2,2,75
10,1000,10000,1000,10,4,95,35
7,20,5,50,11,1,53,80
7,1000,5,1000,8,1,9,50
8,10,500,10000,8,3,43,60
9,500,5,5,10,3,0,80
8,100,1,20,7,4,6,85
11,20,1000,10000,10,3,19,55
10,0,20,200,9,3,41,80
7,500,10000,10000,10,3,78,40
7,200,10,1,11,2,55,90
10,20,50,1000,7,3,26,75
11,500,50,10000,11,2,2,60
11,0,50,200,11,3,30,85
11,500,1,10000,11,3,19,65
10,500,5,5,11,2,96,80
11,50,50,200,8,1,42,70
7,300,50,10000,7,3,87,70
9,300,1000,10,11,1,3,55
11,20,50,50,10,3,17,85
7,500,100,1000,9,2,36,50
9,800,1000,1000,9,4,33,35
11,0,1000,1000,8,4,36,50
9,200,5,5,9,2,13,90
11,50,1,10,8,2,9,95
10,800,100,200,7,2,20,50
8,10,10,1000,8,4,13,80
8,500,1000,1,8,4,21,55
9,0,10000,1,9,2,16,75
9,0,1000,1,10,1,38,65
8,0,1,1,10,3,35,100
10,50,5,1,11,2,48,95
11,800,100,10000,11,4,5,50
10,800,1000,1,11,3,13,55
10,20,200,5,10,1,36,75
11,20,500,1000,9,2,21,55
11,50,50,5,10,2,53,90
10,1000,100,10000,10,3,12,50
11,200,20,10000,10,4,7,70
10,800,10000,1,10,1,4,50
10,200,20,5,11,3,73,90
9,1000,50,200,8,2,34,55
8,500,10000,10000,8,2,18,40
7,10,100,10000,8,3,52,70
8,0,1,20,10,2,67,90
8,200,10000,200,11,3,38,50
11,200,100,1000,9,1,2,55
7,10,10,200,9,1,25,75
9,0,10000,10,10,3,25,75
9,20,1,200,9,2,58,80
8,200,1,10000,10,3,69,75
8,0,500,50,9,3,31,65
8,200,20,20,11,2,36,85
8,300,500,10000,9,1,31,40
11,20,5,10,10,4,36,95
11,50,1000,20,10,3,40,70
9,100,100,20,8,4,32,80
7,200,5,10,11,3,74,90
7,200,1,200,7,3,66,80
9,10,500,20,11,4,84,70
10,10,1000,10000,8,4,5,50
9,0,50,10000,11,2,46,75
7,50,500,1,7,2,4,75
7,10,1,1000,9,2,45,75
8,500,5,200,8,4,32,65
9,50,50,1000,11,1,14,70
11,0,1,50,10,3,75,90
9,300,10000,50,10,1,4,45
10,800,10000,1,8,2,56,50
11,20,50,50,11,4,37,85
9,200,1,1,11,4,73,85
7,800,10,5,7,2,40,80
7,20,100,200,7,2,58,75
8,1000,10000,1000,10,1,42,25
11,0,5,1,7,4,71,95
10,1000,1,1000,8,1,58,50
11,300,500,10,7,3,14,60
10,800,100,50,8,3,10,60
10,100,1,1000,10,1,29,75
9,0,10000,1,9,2,95,75
10,20,10000,1000,8,1,80,45
7,1000,200,1,11,4,15,55
10,10,50,1,10,2,21,95
7,1000,20,1,9,4,31,70
9,500,10,10,10,4,26,75
9,100,500,20,10,3,48,70
10,300,10000,1,11,4,31,55
9,300,20,50,7,4,24,70
7,1000,50,1000,10,4,29,50
9,20,10000,50,9,4,21,60
11,20,20,20,9,1,17,85
10,300,100,1,7,4,67,70
11,0,1,10000,7,4,95,75
9,300,1000,1,9,1,57,60
11,1000,100,20,9,1,56,55
11,300,10,5,10,4,20,80
8,10,1000,10000,11,1,51,50
9,200,1000,1000,11,2,87,45
8,20,10000,1,8,1,86,70
11,50,20,5,8,1,67,90
10,20,10,10000,11,3,33,80
11,0,20,1000,10,4,67,75
10,50,100,50,9,3,37,75
10,10,10000,50,9,3,17,65
8,800,1,20,11,2,20,70
8,100,100,5,11,2,62,80
9,100,200,50,8,2,23,65
9,1000,5,1,7,4,37,70
10,0,1000,20,8,3,61,70
9,1000,1,10000,7,1,51,50
10,50,50,10000,11,3,25,75
11,100,100,1000,8,3,41,65
9,800,100,20,7,1,23,60
9,20,1000,200,11,1,58,50
7,10,5,10,10,4,63,95
8,800,500,5,7,1,63,45
11,10,10000,10,10,4,41,70
7,50,10000,20,9,4,26,65
11,100,50,10000,7,4,38,70
8,50,1,20,10,4,14,90
8,800,20,10000,11,3,22,60
10,0,1000,50,8,1,54,55
7,1000,1,10,10,1,19,70
11,20,50,10,7,2,75,90
9,20,100,20,7,2,66,80
11,50,5,5,9,2,46,95
11,0,10000,20,10,2,4,70
9,100,5,50,10,4,73,80
9,800,20,10,8,3,40,75
8,10,20,20,11,2,20,90
11,10,10,1,11,1,39,95
7,50,50,20,8,4,18,85
9,50,1000,5,10,2,1,70
10,800,500,20,11,3,52,50
10,500,1,200,7,4,49,60
8,0,1000,50,7,1,29,55
8,100,10,50,10,3,3,85
11,50,10,50,9,4,2,80
11,1000,100,20,10,2,61,60
8,10,5,5,9,3,41,100
8,500,1,1000,10,1,17,55
10,100,5,1000,11,3,8,75
7,500,50,10,11,1,11,70
9,300,20,5,9,2,64,85
11,500,5,50,10,3,43,70
11,1000,200,20,10,3,5,55
9,300,5,10000,9,4,67,70
9,20,10000,1,8,3,36,75
9,50,10,10000,9,4,58,80
8,10,20,1000,11,4,45,75
10,800,500,5,10,4,3,55
10,1000,100,5,10,4,37,65
11,0,1,1000,8,1,1,75
7,10,50,10000,10,4,7,75
10,200,500,200,8,2,60,50
7,300,200,5,8,2,17,65
8,10,50,1000,10,4,65,75
9,0,100,50,11,4,57,75
7,1000,50,200,7,3,56,60
8,20,10,200,11,1,60,75
8,50,1,50,7,2,57,85
10,300,100,10000,9,3,52,60
7,1000,200,10000,10,1,41,30
10,20,20,20,10,1,65,90
9,1000,20,50,10,3,38,65
10,50,1,50,7,4,28,80
10,1000,50,10000,11,4,43,50
10,1000,5,10000,11,3,18,60
10,20,500,20,11,4,34,65
9,1000,500,1,7,2,17,50
10,300,1,200,8,1,5,60
7,100,1,1,9,4,86,90
11,200,500,50,8,3,72,55
8,300,10,200,8,1,20,65
7,10,200,10,7,2,27,80
11,10,200,200,10,1,10,55
8,0,10000,5,11,1,28,65
8,800,200,1,9,4,28,55
9,500,100,200,8,2,64,55
7,200,10000,20,10,4,51,60
8,1000,200,200,7,4,78,35
8,200,10,1,10,2,44,90
10,500,1,20,9,3,27,80
10,10,5,5,9,1,55,90
7,50,5,200,9,4,11,75
9,20,10000,200,10,1,22,50
8,10,1,20,9,3,37,95
7,800,50,1,9,4,86,70
7,300,200,200,8,3,52,50
9,500,5,5,7,4,21,75
7,20,5,50,11,1,46,80
8,1000,100,10,11,1,13,60
10,200,500,1000,8,2,6,45
7,200,1,5,9,2,2,90
11,1000,1,20,9,3,36,75
7,800,5,50,10,2,17,65
9,10,1,10,7,2,22,95
11,500,1,50,8,4,41,65
9,500,10,10000,11,1,2,55
11,800,1000,20,8,1,66,45
11,10,20,1,8,4,17,95
11,200,10000,1,11,4,32,65
8,500,10000,10000,8,3,1,45
11,800,1000,10,9,3,78,55
8,20,10000,20,7,1,63,60
10,100,5,5,8,4,17,90
9,0,20,20,10,2,27,90
9,100,100,1000,11,1,13,60
7,0,10000,50,9,2,42,60
9,100,50,200,10,4,58,70
10,500,10000,1,7,1,62,50
7,300,10000,20,7,3,41,60
10,200,1000,5,9,1,14,60
10,300,20,200,10,2,24,70
10,50,200,5,9,3,36,80
9,800,200,1,8,2,39,55
11,20,500,200,10,1,56,50
9,100,10,1000,8,1,41,70
11,500,10000,50,9,4,66,40
9,300,200,10000,10,3,11,50
8,20,10,1,9,2,13,95
7,300,10,20,11,2,15,80
8,0,10,1000,10,1,26,75
7,800,1,50,8,2,32,65
9,20,10,20,7,2,66,90
10,800,50,200,11,3,63,60
7,10,20,10000,7,2,12,80
7,300,10,20,9,3,12,85
8,300,10000,20,11,4,66,55
7,200,1,20,7,4,76,85
7,50,10000,5,10,4,90,65
10,100,50,1000,9,2,41,70
11,100,10,10,8,4,73,90
7,800,200,50,8,3,21,50
7,1000,1000,1000,10,1,114,25
9,1000,1000,20,8,1,11,40
11,10,100,200,7,2,54,70
10,1000,1000,1,7,3,77,50
10,1000,10000,1,8,4,30,45
7,0,200,1,11,3,12,80
10,500,100,10,7,3,89,70
9,10,5,10,9,4,2,95
11,10,100,20,8,4,11,80
9,300,5,10000,11,4,21,65
11,50,50,10,7,4,17,90
9,20,100,5,7,2,28,85
11,20,10,1000,8,4,19,75
8,50,1000,10,10,4,12,65
8,300,100,50,10,2,26,65
9,200,20,1,8,1,13,85
7,10,10,1,11,1,87,90
7,0,500,1000,8,4,30,55
9,500,1000,10,9,3,20,60
9,200,1,1,7,2,6,90
11,100,5,10,9,3,30,95
9,20,20,1000,8,1,93,70
11,20,5,10000,11,2,63,80
9,300,10000,50,10,2,39,50
11,1000,50,5,10,1,2,65
10,200,5,10000,8,4,24,70
9,200,50,1000,7,4,16,65
11,10,1,10000,7,3,41,80
8,0,10,1000,11,2,18,80
10,50,1000,50,8,1,63,55
10,300,10,1,8,2,4,85
8,20,5,50,9,2,93,85
9,50,1,1,7,4,12,90
7,20,200,20,7,1,3,75
8,300,500,10000,7,4,53,40
9,50,500,1000,9,2,19,55
7,200,1,5,8,4,54,85
10,1000,10000,1,9,3,74,50
9,0,20,200,10,3,10,80
8,0,5,5,11,2,30,95
7,10,100,5,11,4,53,85
11,20,100,5,11,4,24,90
10,200,50,10000,11,4,11,65
9,20,10000,10000,10,2,48,50
10,100,200,10,10,4,53,75
11,200,10000,200,8,3,16,50
10,10,1000,1000,7,1,31,50
9,50,500,50,10,1,72,55
11,0,500,1000,7,2,17,55
7,20,10,200,7,1,9,80
9,200,5,5,11,2,18,90
7,500,5,20,11,4,5,75
7,50,500,1000,9,1,76,50
10,10,5,5,7,3,37,100
7,200,1000,5,7,3,18,70
9,1000,200,50,8,1,76,40
10,100,50,200,8,4,78,70
9,20,1000,1,10,3,93,75
8,0,100,20,9,3,74,85
10,1000,1,5,9,2,77,75
9,300,1,5,8,1,27,80
10,20,10,200,10,3,51,85
7,500,50,200,8,1,42,55
10,200,50,20,8,1,30,75
7,20,200,10000,7,2,35,60
11,0,1000,50,11,2,45,65
11,0,100,50,10,4,10,75
11,200,100,50,9,2,52,70
7,500,20,5,8,4,6,75
9,800,1,200,8,1,20,55
10,10,10000,200,8,1,28,50
8,100,5,10000,10,1,69,70
7,800,500,1000,9,2,14,35
8,300,1,5,11,4,5,80
10,300,10,1,11,2,19,85
10,0,500,200,8,1,47,50
10,0,1000,10000,7,2,27,55
8,20,10,5,10,2,1,95
8,20,500,5,7,2,38,70
9,1000,500,5,9,4,30,50
10,50,200,20,11,1,43,70
10,100,50,10000,7,1,54,65
8,500,50,5,10,1,24,70
10,800,10000,1000,7,3,50,35
9,20,1000,200,9,2,26,60
11,10,10000,1,11,2,48,75
8,1000,500,5,9,4,23,50
10,10,1000,10000,9,4,26,50
8,300,100,10000,10,3,67,60
7,1000,100,1,11,2,6,65
11,0,1000,50,7,1,70,55
11,20,100,1000,10,4,77,65
11,300,10,1,10,1,14,80
10,800,10,20,8,3,28,75
9,800,1000,200,7,1,42,30
8,200,10000,5,9,3,49,65
11,800,100,10,9,3,3,70
8,20,1,10,7,2,54,95
7,1000,20,5,10,2,56,70
9,20,200,1,9,3,55,85
8,300,5,1000,9,1,48,60
7,10,1000,10000,7,1,42,50
9,0,100,10000,7,2,62,70
8,200,1,20,9,1,47,80
10,0,10000,10000,9,4,20,50
8,500,20,20,8,2,17,80
10,0,50,20,7,4,7,90
11,1000,20,10000,8,3,78,55
11,0,20,10000,7,2,43,75
8,500,1,20,10,3,10,80
9,200,10,20,9,3,51,90
8,0,50,1,11,1,25,90
8,10,100,200,9,4,18,70
8,300,10000,1,11,1,38,55
11,50,100,1000,8,1,4,60
11,1000,1,1,11,4,30,75
8,1000,10,1000,8,1,23,55
9,200,50,1,11,2,13,85
7,200,50,1,7,1,9,85
9,50,1000,50,9,3,64,65
9,300,5,50,7,4,69,70
11,20,10,10,10,4,67,90
9,300,5,5,11,2,17,85
10,500,10,20,11,4,40,75
7,10,10000,50,7,2,25,65
10,20,5,10,10,1,66,95
8,500,100,5,10,2,44,70
9,10,500,10000,8,3,3,55
8,50,20,5,10,1,30,90
9,0,1000,200,8,3,77,55
9,20,1000,20,11,1,23,65
10,100,1,10,9,1,15,85
7,100,20,20,7,2,26,90
11,100,10,10,8,4,50,90
9,100,10000,20,9,2,18,70
7,800,1000,1000,7,3,100,40
7,300,200,50,8,1,78,50
8,100,5,10,10,2,16,90
11,300,10,200,11,4,39,70
7,100,50,10,9,3,33,90
11,0,10,1,10,3,53,100
10,10,10000,10000,11,1,50,50
11,0,1000,10000,7,4,31,50
10,10,1,20,8,3,29,95
8,300,1000,5,9,2,49,60
9,200,1000,200,8,3,38,50
11,1000,1000,200,8,1,4,25
8,1000,1000,1,7,3,42,50
8,10,5,5,7,2,0,95
8,300,10,50,9,2,47,70
7,300,500,200,10,1,49,40
7,50,100,200,11,1,52,65
10,20,20,5,10,3,2,100
10,100,5,1,9,1,73,85
8,800,1000,1,7,4,49,50
8,0,200,1,11,1,43,75
11,100,100,20,10,3,38,80
11,100,1000,50,7,4,47,55
11,300,10000,20,11,2,29,60
11,500,1,20,10,3,63,80
11,300,200,10,9,4,71,65
9,0,500,1000,11,4,5,55
7,200,100,50,8,2,16,70
10,1000,20,10000,11,2,90,55
9,50,500,1000,8,4,67,50
7,200,1000,10000,11,3,30,50
8,50,20,1000,7,4,26,75
9,20,1,1,11,2,20,95
10,0,5,5,8,3,48,100
8,300,1,10,10,4,4,80
11,20,100,1,11,4,63,90
10,50,20,10,10,4,17,95
7,10,1,20,8,3,71,95
7,0,5,5,11,2,3,95
9,300,100,10000,8,3,50,60
8,500,1000,10000,9,2,5,35
7,10,10000,20,9,4,96,65
9,500,5,50,9,4,87,70
8,200,5,200,7,1,46,65
9,300,50,50,10,4,2,70
11,50,20,5,7,3,27,95
11,20,1000,50,11,1,12,60
10,300,5,1000,10,4,13,70
7,300,10000,1,10,2,12,60
10,1000,10000,50,9,3,42,40
9,800,20,10000,10,4,48,55
10,100,5,200,9,4,97,75
8,1000,5,1000,7,3,33,60
11,20,1000,50,8,2,36,60
10,20,20,10000,10,4,26,80
10,1000,1000,5,7,3,41,50
9,1000,20,10,11,2,76,70
11,1000,1,1000,11,1,22,55
7,300,200,10000,8,2,70,45
11,200,20,1000,9,3,49,70
9,50,100,20,7,3,15,85
8,200,10,1000,11,3,30,75
9,0,10,1000,7,4,52,75
10,20,100,10000,8,4,15,65
9,200,1,20,11,2,53,85
10,200,20,50,9,4,81,75
10,800,1,200,7,3,8,60
11,300,500,1,9,2,47,60
11,0,500,10,9,1,38,65
9,800,200,1000,9,4,75,40
8,200,10000,10,7,4,25,60
8,300,200,20,9,3,56,65
10,10,10,1,10,1,17,95
11,0,5,50,11,1,63,85
7,0,5,10000,11,2,37,75
8,500,100,200,10,1,43,50
9,0,10000,1,9,1,23,70
8,300,20,50,11,2,41,70
9,500,1,20,7,3,30,80
8,50,200,5,9,4,25,75
9,10,500,10,9,4,45,75
10,100,1,5,7,4,3,90
10,200,100,5,8,3,22,80
9,1000,500,200,7,3,28,35
7,500,1,200,8,3,83,65
8,500,1000,50,10,1,43,40
8,300,200,10000,7,3,118,50
7,800,500,20,8,2,12,50
11,0,1,10000,11,3,76,85
11,200,10,200,11,1,10,70
10,1000,1000,200,11,3,33,35
11,100,1000,1,11,3,34,75
7,10,500,50,8,2,64,60
11,10,200,10,7,3,21,80
10,300,100,1,8,1,0,70
10,200,1000,10,10,1,44,60
11,300,1,5,10,1,8,80
10,10,5,1,7,1,29,90
9,500,100,200,10,4,30,50
8,500,20,200,9,2,36,60
11,20,20,10000,11,2,8,80
9,100,500,1,8,3,21,70
11,0,50,1000,9,1,32,70
9,200,5,200,9,3,50,80
7,200,1000,1,11,3,55,65
7,200,1000,5,10,2,3,65
8,100,20,10000,9,2,41,75
7,200,50,200,11,1,18,65
10,20,100,10,11,1,41,80
8,300,50,50,11,4,12,70
8,100,10,1000,11,1,17,70
7,1000,1,10000,10,3,52,60
9,1000,1000,10,7,1,25,45
9,10,20,10000,8,3,29,80
8,20,100,10,8,2,41,90
7,0,500,200,8,4,47,55
7,300,50,1000,8,1,33,60
7,1000,20,1000,11,3,78,55
8,500,1000,10,8,2,27,55
9,20,1,20,8,4,54,90
11,1000,1000,10000,7,3,11,35
8,0,10,5,10,2,5,95
10,300,20,5,8,2,21,80
8,50,10000,50,11,1,40,55
8,500,500,1000,8,1,31,35
8,10,500,10000,8,3,63,60
10,800,10,20,9,2,14,70
9,100,50,1,9,1,35,90
8,0,20,20,8,4,3,95
8,1000,1,50,7,3,62,65
9,100,50,1,9,3,24,95
9,20,500,1,11,3,13,75
7,50,500,1,8,1,14,65
7,0,200,1,8,2,41,75
7,200,1000,5,10,4,30,60
7,10,100,1000,10,1,18,65
11,20,500,20,10,2,49,70
8,10,200,20,11,2,65,75
10,800,10000,20,11,4,21,45
10,0,200,5,8,2,40,75
10,800,5,20,8,1,15,65
7,800,100,20,10,1,3,60
9,10,1000,20,8,2,12,70
9,200,1,1,7,4,26,85
9,20,500,200,9,3,4,60
10,300,10,20,8,4,50,80
9,10,10,5,7,2,43,95
7,1000,10,1,10,4,45,70
10,100,20,20,7,1,27,85
8,200,10000,200,9,1,15,40
7,0,50,20,11,1,23,85
8,50,1000,1,10,2,24,70
9,200,500,20,8,1,107,55
11,20,10,50,7,1,80,80
7,0,10000,50,10,1,24,55
9,800,200,1,7,2,90,55
10,800,20,50,8,1,74,60
10,10,10,20,11,2,48,90
9,300,200,50,9,1,70,55
10,0,100,200,10,1,35,70
9,10,500,50,9,1,52,60
9,20,50,10000,7,3,67,75
10,100,10000,1000,8,2,87,50
9,200,500,5,7,4,31,65
9,200,100,10000,9,4,22,65
8,300,1,200,9,3,77,70
9,20,100,20,8,1,44,80
10,300,1,1000,11,2,63,65
11,1000,10,20,7,2,35,70
8,100,1,5,8,1,10,90
10,10,1000,1000,9,1,4,50
7,300,50,1,11,2,64,80
11,200,1000,20,9,3,73,65
8,500,500,10,11,4,8,55
9,200,20,20,7,1,53,80
11,300,500,50,7,3,54,50
7,200,20,50,7,2,33,80
9,500,50,50,7,1,8,60
7,300,1,50,10,2,46,75
11,20,500,50,10,2,53,60
7,50,500,1,9,2,32,70
7,0,500,50,9,3,13,65
9,1000,10000,1,9,2,7,50
10,300,50,50,10,4,74,70
10,0,500,50,9,1,54,55
8,10,10,200,10,2,20,80
9,200,500,10,10,3,17,65
7,500,10,5,7,3,29,85
9,0,10000,1000,11,1,45,50
10,800,200,5,11,3,19,60
11,800,10,1,9,1,23,70
7,200,1,1,8,4,6,85
10,800,50,10,8,4,73,70
9,50,50,10000,9,3,1,80
7,200,10000,1,9,3,32,65
8,1000,20,5,7,2,43,70
9,800,10000,1,10,4,55,50
10,0,20,50,8,1,58,80
9,0,10,5,10,2,82,95
10,200,1,10000,7,1,38,65
10,200,100,200,8,3,0,65
8,0,50,10000,11,4,19,75
11,100,1000,1,8,4,55,65
7,1000,200,20,10,2,44,50
9,10,50,200,8,1,58,70
10,800,200,50,8,2,29,45
7,300,1,20,8,3,16,85
7,300,1000,20,9,1,67,50
7,50,10000,5,11,2,14,70
10,20,200,1000,8,3,20,60
8,300,1000,200,8,3,60,50
9,10,10000,1,8,4,57,70
8,50,1,50,8,3,21,90
8,10,1,1,8,1,6,95
7,800,1000,20,7,1,18,45
11,200,1000,200,9,3,11,50
7,800,200,10000,7,2,25,45
7,0,10,20,8,1,36,90
7,100,10000,200,7,3,12,55
8,800,50,200,7,3,87,60
10,0,50,200,7,2,37,75
10,0,50,20,11,4,14,90
8,0,100,10,8,2,21,90
7,1000,20,200,7,2,49,60
10,10,10000,10,11,2,41,70
8,20,20,200,8,1,46,75
8,800,200,10,9,3,34,60
8,20,10000,20,11,3,58,70
11,500,10,5,7,3,7,80
11,300,500,200,10,1,76,40
8,1000,20,200,10,1,90,50
7,1000,200,50,9,3,55,45
7,20,50,50,9,3,45,85
7,0,1,1000,9,3,50,80
11,500,1000,10,8,3,15,55
9,20,50,50,8,2,30,80
10,200,1,200,10,3,15,80
8,50,50,5,9,1,71,85
11,100,100,1,11,1,64,80
9,1000,10000,50,11,2,20,35
10,20,10000,200,9,4,92,50
11,200,10,10000,10,1,55,65
11,500,1,1000,7,1,30,55
10,1000,50,1000,7,4,52,50
7,0,10,1,7,2,60,100
10,200,100,50,9,1,74,65
11,500,20,20,8,2,43,75
9,0,1,10,11,1,54,90
8,10,1,200,8,3,9,85
11,200,10,20,7,4,49,85
9,200,10,20,8,3,32,90
10,1000,10,200,8,3,36,60
11,50,10,1000,9,4,26,75
11,20,10000,20,10,3,20,70
10,10,100,50,7,2,14,75
8,0,1,10000,7,4,39,75
8,200,10000,10,11,2,8,60
8,300,500,1,10,2,44,60
7,100,1,1000,10,4,46,70
8,100,1,1,8,3,41,100
8,10,200,10,11,2,8,75
9,500,1000,5,7,2,12,55
10,20,100,200,9,1,69,65
11,1000,10,1000,8,2,28,55
11,500,500,10000,7,3,54,40
10,10,1,200,7,3,44,80
11,200,10,50,9,2,72,75
9,50,20,20,11,3,26,95
9,20,5,1,11,1,35,90
11,100,100,1,11,2,23,85
9,50,10,5,9,2,83,95
8,1000,200,1000,11,2,51,35
10,0,50,10000,10,2,89,80
10,50,100,10,9,2,41,85
7,50,5,20,10,4,30,90
9,1000,10000,1000,8,3,42,35
9,50,200,20,10,2,56,70
11,50,1,50,10,2,22,85
11,500,10,1000,7,3,74,65
10,0,5,20,9,1,22,90
